Category,Value,Timestamp
Category 2,75,2119-04-05
Category 3,87,2119-04-06
Category 4,82,2119-04-07
Category 0,83,2119-04-08
Category 1,81,2119-04-09
Category 2,24,2119-04-10
Category 3,86,2119-04-11
Category 4,38,2119-04-12
Category 0,90,2119-04-13
Category 1,12,2119-04-14
Category 2,93,2119-04-15
Category 3,15,2119-04-16
Category 4,97,2119-04-17
Category 0,64,2119-04-18
Category 1,51,2119-04-19
Category 2,50,2119-04-20
Category 3,86,2119-04-21
Category 4,80,2119-04-22
Category 0,70,2119-04-23
Category 1,51,2119-04-24
Category 2,43,2119-04-25
Category 3,36,2119-04-26
Category 4,24,2119-04-27
Category 0,19,2119-04-28
Category 1,11,2119-04-29
Category 2,18,2119-04-30
Category 3,34,2119-05-01
Category 4,61,2119-05-02
Category 0,66,2119-05-03
Category 1,53,2119-05-04
Category 2,64,2119-05-05
Category 3,59,2119-05-06
Category 4,11,2119-05-07
Category 0,82,2119-05-08
Category 1,89,2119-05-09
Category 2,76,2119-05-10
Category 3,83,2119-05-11
Category 4,57,2119-05-12
Category 0,31,2119-05-13
Category 1,33,2119-05-14
Category 2,87,2119-05-15
Category 3,57,2119-05-16
Category 4,53,2119-05-17
Category 0,30,2119-05-18
Category 1,18,2119-05-19
Category 2,71,2119-05-20
Category 3,62,2119-05-21
Category 4,25,2119-05-22
Category 0,56,2119-05-23
Category 1,57,2119-05-24
Category 2,42,2119-05-25
Category 3,32,2119-05-26
Category 4,32,2119-05-27
Category 0,23,2119-05-28
Category 1,96,2119-05-29
Category 2,94,2119-05-30
Category 3,60,2119-05-31
Category 4,45,2119-06-01
Category 0,44,2119-06-02
Category 1,87,2119-06-03
Category 2,13,2119-06-04
Category 3,56,2119-06-05
Category 4,12,2119-06-06
Category 0,54,2119-06-07
Category 1,29,2119-06-08
Category 2,26,2119-06-09
Category 3,54,2119-06-10
Category 4,82,2119-06-11
Category 0,12,2119-06-12
Category 1,36,2119-06-13
Category 2,60,2119-06-14
Category 3,38,2119-06-15
Category 4,24,2119-06-16
Category 0,13,2119-06-17
Category 1,48,2119-06-18
Category 2,56,2119-06-19
Category 3,85,2119-06-20
Category 4,39,2119-06-21
Category 0,95,2119-06-22
Category 1,34,2119-06-23
Category 2,52,2119-06-24
Category 3,37,2119-06-25
Category 4,37,2119-06-26
Category 0,32,2119-06-27
Category 1,10,2119-06-28
Category 2,35,2119-06-29
Category 3,87,2119-06-30
Category 4,78,2119-07-01
Category 0,52,2119-07-02
Category 1,53,2119-07-03
Category 2,85,2119-07-04
Category 3,77,2119-07-05
Category 4,26,2119-07-06
Category 0,29,2119-07-07
Category 1,33,2119-07-08
Category 2,95,2119-07-09
Category 3,38,2119-07-10
Category 4,19,2119-07-11
Category 0,25,2119-07-12
Category 1,11,2119-07-13
Category 2,33,2119-07-14
Category 3,87,2119-07-15
Category 4,83,2119-07-16
Category 0,65,2119-07-17
Category 1,41,2119-07-18
Category 2,66,2119-07-19
Category 3,41,2119-07-20
Category 4,45,2119-07-21
Category 0,10,2119-07-22
Category 1,54,2119-07-23
Category 2,66,2119-07-24
Category 3,70,2119-07-25
Category 4,13,2119-07-26
Category 0,51,2119-07-27
Category 1,15,2119-07-28
Category 2,19,2119-07-29
Category 3,43,2119-07-30
Category 4,63,2119-07-31
Category 0,37,2119-08-01
Category 1,38,2119-08-02
Category 2,100,2119-08-03
Category 3,30,2119-08-04
Category 4,69,2119-08-05
Category 0,21,2119-08-06
Category 1,23,2119-08-07
Category 2,70,2119-08-08
Category 3,15,2119-08-09
Category 4,71,2119-08-10
Category 0,60,2119-08-11
Category 1,14,2119-08-12
Category 2,40,2119-08-13
Category 3,18,2119-08-14
Category 4,96,2119-08-15
Category 0,22,2119-08-16
Category 1,65,2119-08-17
Category 2,44,2119-08-18
Category 3,49,2119-08-19
Category 4,28,2119-08-20
Category 0,34,2119-08-21
Category 1,79,2119-08-22
Category 2,52,2119-08-23
Category 3,90,2119-08-24
Category 4,86,2119-08-25
Category 0,28,2119-08-26
Category 1,89,2119-08-27
Category 2,32,2119-08-28
Category 3,81,2119-08-29
Category 4,80,2119-08-30
Category 0,79,2119-08-31
Category 1,99,2119-09-01
Category 2,87,2119-09-02
Category 3,93,2119-09-03
Category 4,29,2119-09-04
Category 0,25,2119-09-05
Category 1,23,2119-09-06
Category 2,94,2119-09-07
Category 3,91,2119-09-08
Category 4,87,2119-09-09
Category 0,89,2119-09-10
Category 1,20,2119-09-11
Category 2,36,2119-09-12
Category 3,60,2119-09-13
Category 4,55,2119-09-14
Category 0,64,2119-09-15
Category 1,31,2119-09-16
Category 2,48,2119-09-17
Category 3,55,2119-09-18
Category 4,47,2119-09-19
Category 0,60,2119-09-20
Category 1,35,2119-09-21
Category 2,84,2119-09-22
Category 3,10,2119-09-23
Category 4,37,2119-09-24
Category 0,55,2119-09-25
Category 1,20,2119-09-26
Category 2,37,2119-09-27
Category 3,13,2119-09-28
Category 4,94,2119-09-29
Category 0,28,2119-09-30
Category 1,59,2119-10-01
Category 2,63,2119-10-02
Category 3,54,2119-10-03
Category 4,30,2119-10-04
Category 0,67,2119-10-05
Category 1,100,2119-10-06
Category 2,58,2119-10-07
Category 3,34,2119-10-08
Category 4,36,2119-10-09
Category 0,34,2119-10-10
Category 1,92,2119-10-11
Category 2,51,2119-10-12
Category 3,94,2119-10-13
Category 4,41,2119-10-14
Category 0,74,2119-10-15
Category 1,44,2119-10-16
Category 2,65,2119-10-17
Category 3,24,2119-10-18
Category 4,90,2119-10-19
Category 0,59,2119-10-20
Category 1,78,2119-10-21
Category 2,42,2119-10-22
Category 3,24,2119-10-23
Category 4,39,2119-10-24
Category 0,65,2119-10-25
Category 1,67,2119-10-26
Category 2,24,2119-10-27
Category 3,18,2119-10-28
Category 4,62,2119-10-29
Category 0,76,2119-10-30
Category 1,51,2119-10-31
Category 2,100,2119-11-01
Category 3,12,2119-11-02
Category 4,37,2119-11-03
Category 0,65,2119-11-04
Category 1,51,2119-11-05
Category 2,18,2119-11-06
Category 3,64,2119-11-07
Category 4,83,2119-11-08
Category 0,76,2119-11-09
Category 1,73,2119-11-10
Category 2,78,2119-11-11
Category 3,63,2119-11-12
Category 4,57,2119-11-13
Category 0,49,2119-11-14
Category 1,20,2119-11-15
Category 2,95,2119-11-16
Category 3,15,2119-11-17
Category 4,18,2119-11-18
Category 0,17,2119-11-19
Category 1,49,2119-11-20
Category 2,45,2119-11-21
Category 3,52,2119-11-22
Category 4,29,2119-11-23
Category 0,84,2119-11-24
Category 1,83,2119-11-25
Category 2,57,2119-11-26
Category 3,52,2119-11-27
Category 4,98,2119-11-28
Category 0,32,2119-11-29
Category 1,22,2119-11-30
Category 2,63,2119-12-01
Category 3,52,2119-12-02
Category 4,85,2119-12-03
Category 0,17,2119-12-04
Category 1,56,2119-12-05
Category 2,64,2119-12-06
Category 3,11,2119-12-07
Category 4,23,2119-12-08
Category 0,35,2119-12-09
Category 1,73,2119-12-10
Category 2,32,2119-12-11
Category 3,25,2119-12-12
Category 4,28,2119-12-13
Category 0,57,2119-12-14
Category 1,88,2119-12-15
Category 2,100,2119-12-16
Category 3,15,2119-12-17
Category 4,10,2119-12-18
Category 0,11,2119-12-19
Category 1,52,2119-12-20
Category 2,100,2119-12-21
Category 3,76,2119-12-22
Category 4,27,2119-12-23
Category 0,98,2119-12-24
Category 1,100,2119-12-25
Category 2,74,2119-12-26
Category 3,81,2119-12-27
Category 4,79,2119-12-28
Category 0,86,2119-12-29
Category 1,53,2119-12-30
Category 2,82,2119-12-31
Category 3,16,2120-01-01
Category 4,46,2120-01-02
Category 0,20,2120-01-03
Category 1,91,2120-01-04
Category 2,64,2120-01-05
Category 3,66,2120-01-06
Category 4,81,2120-01-07
Category 0,11,2120-01-08
Category 1,79,2120-01-09
Category 2,40,2120-01-10
Category 3,33,2120-01-11
Category 4,87,2120-01-12
Category 0,74,2120-01-13
Category 1,32,2120-01-14
Category 2,75,2120-01-15
Category 3,10,2120-01-16
Category 4,19,2120-01-17
Category 0,14,2120-01-18
Category 1,65,2120-01-19
Category 2,52,2120-01-20
Category 3,13,2120-01-21
Category 4,50,2120-01-22
Category 0,19,2120-01-23
Category 1,73,2120-01-24
Category 2,21,2120-01-25
Category 3,61,2120-01-26
Category 4,98,2120-01-27
Category 0,77,2120-01-28
Category 1,51,2120-01-29
Category 2,94,2120-01-30
Category 3,17,2120-01-31
Category 4,39,2120-02-01
Category 0,65,2120-02-02
Category 1,22,2120-02-03
Category 2,58,2120-02-04
Category 3,47,2120-02-05
Category 4,23,2120-02-06
Category 0,47,2120-02-07
Category 1,82,2120-02-08
Category 2,52,2120-02-09
Category 3,51,2120-02-10
Category 4,29,2120-02-11
Category 0,22,2120-02-12
Category 1,85,2120-02-13
Category 2,78,2120-02-14
Category 3,44,2120-02-15
Category 4,100,2120-02-16
Category 0,65,2120-02-17
Category 1,10,2120-02-18
Category 2,85,2120-02-19
Category 3,78,2120-02-20
Category 4,76,2120-02-21
Category 0,66,2120-02-22
Category 1,84,2120-02-23
Category 2,39,2120-02-24
Category 3,66,2120-02-25
Category 4,96,2120-02-26
Category 0,22,2120-02-27
Category 1,34,2120-02-28
Category 2,74,2120-02-29
Category 3,72,2120-03-01
Category 4,86,2120-03-02
Category 0,76,2120-03-03
Category 1,18,2120-03-04
Category 2,51,2120-03-05
Category 3,64,2120-03-06
Category 4,63,2120-03-07
Category 0,12,2120-03-08
Category 1,87,2120-03-09
Category 2,39,2120-03-10
Category 3,29,2120-03-11
Category 4,51,2120-03-12
Category 0,98,2120-03-13
Category 1,61,2120-03-14
Category 2,80,2120-03-15
Category 3,97,2120-03-16
Category 4,20,2120-03-17
Category 0,61,2120-03-18
Category 1,39,2120-03-19
Category 2,90,2120-03-20
Category 3,36,2120-03-21
Category 4,26,2120-03-22
Category 0,14,2120-03-23
Category 1,58,2120-03-24
Category 2,88,2120-03-25
Category 3,36,2120-03-26
Category 4,72,2120-03-27
Category 0,51,2120-03-28
Category 1,45,2120-03-29
Category 2,60,2120-03-30
Category 3,74,2120-03-31
Category 4,98,2120-04-01
Category 0,60,2120-04-02
Category 1,31,2120-04-03
Category 2,70,2120-04-04
Category 3,61,2120-04-05
Category 4,60,2120-04-06
Category 0,21,2120-04-07
Category 1,43,2120-04-08
Category 2,76,2120-04-09
Category 3,14,2120-04-10
Category 4,26,2120-04-11
Category 0,56,2120-04-12
Category 1,96,2120-04-13
Category 2,52,2120-04-14
Category 3,25,2120-04-15
Category 4,41,2120-04-16
Category 0,73,2120-04-17
Category 1,49,2120-04-18
Category 2,55,2120-04-19
Category 3,19,2120-04-20
Category 4,79,2120-04-21
Category 0,73,2120-04-22
Category 1,86,2120-04-23
Category 2,98,2120-04-24
Category 3,16,2120-04-25
Category 4,67,2120-04-26
Category 0,24,2120-04-27
Category 1,76,2120-04-28
Category 2,98,2120-04-29
Category 3,42,2120-04-30
Category 4,52,2120-05-01
Category 0,89,2120-05-02
Category 1,67,2120-05-03
Category 2,47,2120-05-04
Category 3,67,2120-05-05
Category 4,73,2120-05-06
Category 0,14,2120-05-07
Category 1,46,2120-05-08
Category 2,48,2120-05-09
Category 3,69,2120-05-10
Category 4,85,2120-05-11
Category 0,10,2120-05-12
Category 1,23,2120-05-13
Category 2,79,2120-05-14
Category 3,46,2120-05-15
Category 4,90,2120-05-16
Category 0,52,2120-05-17
Category 1,31,2120-05-18
Category 2,27,2120-05-19
Category 3,20,2120-05-20
Category 4,42,2120-05-21
Category 0,43,2120-05-22
Category 1,25,2120-05-23
Category 2,43,2120-05-24
Category 3,24,2120-05-25
Category 4,52,2120-05-26
Category 0,48,2120-05-27
Category 1,54,2120-05-28
Category 2,10,2120-05-29
Category 3,74,2120-05-30
Category 4,80,2120-05-31
Category 0,34,2120-06-01
Category 1,21,2120-06-02
Category 2,34,2120-06-03
Category 3,42,2120-06-04
Category 4,80,2120-06-05
Category 0,83,2120-06-06
Category 1,49,2120-06-07
Category 2,71,2120-06-08
Category 3,93,2120-06-09
Category 4,51,2120-06-10
Category 0,70,2120-06-11
Category 1,46,2120-06-12
Category 2,48,2120-06-13
Category 3,91,2120-06-14
Category 4,18,2120-06-15
Category 0,67,2120-06-16
Category 1,19,2120-06-17
Category 2,51,2120-06-18
Category 3,22,2120-06-19
Category 4,70,2120-06-20
Category 0,89,2120-06-21
Category 1,60,2120-06-22
Category 2,77,2120-06-23
Category 3,79,2120-06-24
Category 4,32,2120-06-25
Category 0,16,2120-06-26
Category 1,67,2120-06-27
Category 2,25,2120-06-28
Category 3,81,2120-06-29
Category 4,45,2120-06-30
Category 0,44,2120-07-01
Category 1,51,2120-07-02
Category 2,47,2120-07-03
Category 3,30,2120-07-04
Category 4,76,2120-07-05
Category 0,74,2120-07-06
Category 1,43,2120-07-07
Category 2,14,2120-07-08
Category 3,84,2120-07-09
Category 4,36,2120-07-10
Category 0,14,2120-07-11
Category 1,88,2120-07-12
Category 2,50,2120-07-13
Category 3,40,2120-07-14
Category 4,43,2120-07-15
Category 0,14,2120-07-16
Category 1,93,2120-07-17
Category 2,66,2120-07-18
Category 3,75,2120-07-19
Category 4,42,2120-07-20
Category 0,26,2120-07-21
Category 1,56,2120-07-22
Category 2,17,2120-07-23
Category 3,63,2120-07-24
Category 4,49,2120-07-25
Category 0,88,2120-07-26
Category 1,55,2120-07-27
Category 2,79,2120-07-28
Category 3,36,2120-07-29
Category 4,27,2120-07-30
Category 0,74,2120-07-31
Category 1,57,2120-08-01
Category 2,54,2120-08-02
Category 3,46,2120-08-03
Category 4,98,2120-08-04
Category 0,22,2120-08-05
Category 1,10,2120-08-06
Category 2,58,2120-08-07
Category 3,19,2120-08-08
Category 4,60,2120-08-09
Category 0,44,2120-08-10
Category 1,65,2120-08-11
Category 2,62,2120-08-12
Category 3,39,2120-08-13
Category 4,98,2120-08-14
Category 0,57,2120-08-15
Category 1,88,2120-08-16
Category 2,71,2120-08-17
Category 3,90,2120-08-18
Category 4,30,2120-08-19
Category 0,96,2120-08-20
Category 1,20,2120-08-21
Category 2,81,2120-08-22
Category 3,57,2120-08-23
Category 4,82,2120-08-24
Category 0,46,2120-08-25
Category 1,23,2120-08-26
Category 2,17,2120-08-27
Category 3,11,2120-08-28
Category 4,22,2120-08-29
Category 0,86,2120-08-30
Category 1,71,2120-08-31
Category 2,23,2120-09-01
Category 3,82,2120-09-02
Category 4,64,2120-09-03
Category 0,51,2120-09-04
Category 1,45,2120-09-05
Category 2,37,2120-09-06
Category 3,50,2120-09-07
Category 4,60,2120-09-08
Category 0,35,2120-09-09
Category 1,73,2120-09-10
Category 2,42,2120-09-11
Category 3,19,2120-09-12
Category 4,28,2120-09-13
Category 0,69,2120-09-14
Category 1,39,2120-09-15
Category 2,58,2120-09-16
Category 3,83,2120-09-17
Category 4,24,2120-09-18
Category 0,49,2120-09-19
Category 1,26,2120-09-20
Category 2,57,2120-09-21
Category 3,46,2120-09-22
Category 4,42,2120-09-23
Category 0,48,2120-09-24
Category 1,47,2120-09-25
Category 2,48,2120-09-26
Category 3,35,2120-09-27
Category 4,22,2120-09-28
Category 0,92,2120-09-29
Category 1,96,2120-09-30
Category 2,46,2120-10-01
Category 3,94,2120-10-02
Category 4,80,2120-10-03
Category 0,96,2120-10-04
Category 1,88,2120-10-05
Category 2,20,2120-10-06
Category 3,68,2120-10-07
Category 4,57,2120-10-08
Category 0,48,2120-10-09
Category 1,92,2120-10-10
Category 2,10,2120-10-11
Category 3,21,2120-10-12
Category 4,16,2120-10-13
Category 0,66,2120-10-14
Category 1,70,2120-10-15
Category 2,15,2120-10-16
Category 3,32,2120-10-17
Category 4,32,2120-10-18
Category 0,74,2120-10-19
Category 1,66,2120-10-20
Category 2,43,2120-10-21
Category 3,49,2120-10-22
Category 4,35,2120-10-23
Category 0,33,2120-10-24
Category 1,57,2120-10-25
Category 2,66,2120-10-26
Category 3,82,2120-10-27
Category 4,98,2120-10-28
Category 0,74,2120-10-29
Category 1,19,2120-10-30
Category 2,44,2120-10-31
Category 3,67,2120-11-01
Category 4,34,2120-11-02
Category 0,54,2120-11-03
Category 1,61,2120-11-04
Category 2,67,2120-11-05
Category 3,18,2120-11-06
Category 4,16,2120-11-07
Category 0,47,2120-11-08
Category 1,51,2120-11-09
Category 2,100,2120-11-10
Category 3,33,2120-11-11
Category 4,47,2120-11-12
Category 0,70,2120-11-13
Category 1,36,2120-11-14
Category 2,86,2120-11-15
Category 3,77,2120-11-16
Category 4,98,2120-11-17
Category 0,29,2120-11-18
Category 1,10,2120-11-19
Category 2,81,2120-11-20
Category 3,84,2120-11-21
Category 4,99,2120-11-22
Category 0,14,2120-11-23
Category 1,23,2120-11-24
Category 2,62,2120-11-25
Category 3,75,2120-11-26
Category 4,15,2120-11-27
Category 0,97,2120-11-28
Category 1,31,2120-11-29
Category 2,61,2120-11-30
Category 3,33,2120-12-01
Category 4,65,2120-12-02
Category 0,10,2120-12-03
Category 1,23,2120-12-04
Category 2,61,2120-12-05
Category 3,57,2120-12-06
Category 4,26,2120-12-07
Category 0,92,2120-12-08
Category 1,96,2120-12-09
Category 2,77,2120-12-10
Category 3,75,2120-12-11
Category 4,95,2120-12-12
Category 0,19,2120-12-13
Category 1,21,2120-12-14
Category 2,73,2120-12-15
Category 3,56,2120-12-16
Category 4,48,2120-12-17
Category 0,35,2120-12-18
Category 1,66,2120-12-19
Category 2,42,2120-12-20
Category 3,10,2120-12-21
Category 4,40,2120-12-22
Category 0,77,2120-12-23
Category 1,27,2120-12-24
Category 2,57,2120-12-25
Category 3,38,2120-12-26
Category 4,15,2120-12-27
Category 0,43,2120-12-28
Category 1,33,2120-12-29
Category 2,57,2120-12-30
Category 3,83,2120-12-31
Category 4,33,2121-01-01
Category 0,24,2121-01-02
Category 1,25,2121-01-03
Category 2,23,2121-01-04
Category 3,44,2121-01-05
Category 4,47,2121-01-06
Category 0,23,2121-01-07
Category 1,93,2121-01-08
Category 2,62,2121-01-09
Category 3,63,2121-01-10
Category 4,47,2121-01-11
Category 0,69,2121-01-12
Category 1,96,2121-01-13
Category 2,92,2121-01-14
Category 3,92,2121-01-15
Category 4,11,2121-01-16
Category 0,72,2121-01-17
Category 1,56,2121-01-18
Category 2,90,2121-01-19
Category 3,18,2121-01-20
Category 4,95,2121-01-21
Category 0,100,2121-01-22
Category 1,37,2121-01-23
Category 2,26,2121-01-24
Category 3,18,2121-01-25
Category 4,52,2121-01-26
Category 0,35,2121-01-27
Category 1,80,2121-01-28
Category 2,12,2121-01-29
Category 3,22,2121-01-30
Category 4,95,2121-01-31
Category 0,66,2121-02-01
Category 1,62,2121-02-02
Category 2,53,2121-02-03
Category 3,84,2121-02-04
Category 4,69,2121-02-05
Category 0,18,2121-02-06
Category 1,50,2121-02-07
Category 2,19,2121-02-08
Category 3,91,2121-02-09
Category 4,29,2121-02-10
Category 0,10,2121-02-11
Category 1,28,2121-02-12
Category 2,22,2121-02-13
Category 3,71,2121-02-14
Category 4,75,2121-02-15
Category 0,53,2121-02-16
Category 1,94,2121-02-17
Category 2,81,2121-02-18
Category 3,61,2121-02-19
Category 4,94,2121-02-20
Category 0,96,2121-02-21
Category 1,51,2121-02-22
Category 2,73,2121-02-23
Category 3,38,2121-02-24
Category 4,100,2121-02-25
Category 0,24,2121-02-26
Category 1,60,2121-02-27
Category 2,59,2121-02-28
Category 3,62,2121-03-01
Category 4,94,2121-03-02
Category 0,35,2121-03-03
Category 1,38,2121-03-04
Category 2,80,2121-03-05
Category 3,69,2121-03-06
Category 4,72,2121-03-07
Category 0,16,2121-03-08
Category 1,34,2121-03-09
Category 2,48,2121-03-10
Category 3,65,2121-03-11
Category 4,81,2121-03-12
Category 0,33,2121-03-13
Category 1,40,2121-03-14
Category 2,26,2121-03-15
Category 3,52,2121-03-16
Category 4,100,2121-03-17
Category 0,41,2121-03-18
Category 1,29,2121-03-19
Category 2,66,2121-03-20
Category 3,82,2121-03-21
Category 4,61,2121-03-22
Category 0,83,2121-03-23
Category 1,45,2121-03-24
Category 2,20,2121-03-25
Category 3,65,2121-03-26
Category 4,45,2121-03-27
Category 0,87,2121-03-28
Category 1,36,2121-03-29
Category 2,81,2121-03-30
Category 3,68,2121-03-31
Category 4,26,2121-04-01
Category 0,42,2121-04-02
Category 1,68,2121-04-03
Category 2,83,2121-04-04
Category 3,94,2121-04-05
Category 4,23,2121-04-06
Category 0,51,2121-04-07
Category 1,44,2121-04-08
Category 2,71,2121-04-09
Category 3,97,2121-04-10
Category 4,22,2121-04-11
Category 0,80,2121-04-12
Category 1,34,2121-04-13
Category 2,73,2121-04-14
Category 3,94,2121-04-15
Category 4,44,2121-04-16
Category 0,79,2121-04-17
Category 1,60,2121-04-18
Category 2,53,2121-04-19
Category 3,94,2121-04-20
Category 4,43,2121-04-21
Category 0,10,2121-04-22
Category 1,90,2121-04-23
Category 2,39,2121-04-24
Category 3,67,2121-04-25
Category 4,56,2121-04-26
Category 0,78,2121-04-27
Category 1,18,2121-04-28
Category 2,26,2121-04-29
Category 3,33,2121-04-30
Category 4,51,2121-05-01
Category 0,68,2121-05-02
Category 1,41,2121-05-03
Category 2,91,2121-05-04
Category 3,34,2121-05-05
Category 4,68,2121-05-06
Category 0,77,2121-05-07
Category 1,47,2121-05-08
Category 2,66,2121-05-09
Category 3,20,2121-05-10
Category 4,83,2121-05-11
Category 0,50,2121-05-12
Category 1,68,2121-05-13
Category 2,93,2121-05-14
Category 3,32,2121-05-15
Category 4,13,2121-05-16
Category 0,11,2121-05-17
Category 1,95,2121-05-18
Category 2,53,2121-05-19
Category 3,10,2121-05-20
Category 4,85,2121-05-21
Category 0,73,2121-05-22
Category 1,80,2121-05-23
Category 2,45,2121-05-24
Category 3,10,2121-05-25
Category 4,78,2121-05-26
Category 0,22,2121-05-27
Category 1,14,2121-05-28
Category 2,84,2121-05-29
Category 3,70,2121-05-30
Category 4,19,2121-05-31
Category 0,45,2121-06-01
Category 1,23,2121-06-02
Category 2,81,2121-06-03
Category 3,23,2121-06-04
Category 4,66,2121-06-05
Category 0,57,2121-06-06
Category 1,33,2121-06-07
Category 2,59,2121-06-08
Category 3,91,2121-06-09
Category 4,90,2121-06-10
Category 0,49,2121-06-11
Category 1,84,2121-06-12
Category 2,48,2121-06-13
Category 3,99,2121-06-14
Category 4,18,2121-06-15
Category 0,47,2121-06-16
Category 1,95,2121-06-17
Category 2,16,2121-06-18
Category 3,98,2121-06-19
Category 4,77,2121-06-20
Category 0,14,2121-06-21
Category 1,92,2121-06-22
Category 2,83,2121-06-23
Category 3,76,2121-06-24
Category 4,91,2121-06-25
Category 0,60,2121-06-26
Category 1,59,2121-06-27
Category 2,77,2121-06-28
Category 3,10,2121-06-29
Category 4,79,2121-06-30
Category 0,32,2121-07-01
Category 1,82,2121-07-02
Category 2,32,2121-07-03
Category 3,24,2121-07-04
Category 4,14,2121-07-05
Category 0,88,2121-07-06
Category 1,13,2121-07-07
Category 2,56,2121-07-08
Category 3,86,2121-07-09
Category 4,87,2121-07-10
Category 0,95,2121-07-11
Category 1,46,2121-07-12
Category 2,32,2121-07-13
Category 3,16,2121-07-14
Category 4,25,2121-07-15
Category 0,72,2121-07-16
Category 1,99,2121-07-17
Category 2,95,2121-07-18
Category 3,99,2121-07-19
Category 4,84,2121-07-20
Category 0,44,2121-07-21
Category 1,30,2121-07-22
Category 2,86,2121-07-23
Category 3,25,2121-07-24
Category 4,62,2121-07-25
Category 0,26,2121-07-26
Category 1,23,2121-07-27
Category 2,67,2121-07-28
Category 3,96,2121-07-29
Category 4,51,2121-07-30
Category 0,16,2121-07-31
Category 1,45,2121-08-01
Category 2,12,2121-08-02
Category 3,85,2121-08-03
Category 4,77,2121-08-04
Category 0,71,2121-08-05
Category 1,67,2121-08-06
Category 2,38,2121-08-07
Category 3,85,2121-08-08
Category 4,70,2121-08-09
Category 0,48,2121-08-10
Category 1,76,2121-08-11
Category 2,40,2121-08-12
Category 3,16,2121-08-13
Category 4,85,2121-08-14
Category 0,68,2121-08-15
Category 1,67,2121-08-16
Category 2,87,2121-08-17
Category 3,37,2121-08-18
Category 4,71,2121-08-19
Category 0,46,2121-08-20
Category 1,32,2121-08-21
Category 2,13,2121-08-22
Category 3,27,2121-08-23
Category 4,10,2121-08-24
Category 0,85,2121-08-25
Category 1,55,2121-08-26
Category 2,28,2121-08-27
Category 3,77,2121-08-28
Category 4,76,2121-08-29
Category 0,80,2121-08-30
Category 1,43,2121-08-31
Category 2,23,2121-09-01
Category 3,70,2121-09-02
Category 4,73,2121-09-03
Category 0,61,2121-09-04
Category 1,91,2121-09-05
Category 2,26,2121-09-06
Category 3,86,2121-09-07
Category 4,26,2121-09-08
Category 0,48,2121-09-09
Category 1,14,2121-09-10
Category 2,37,2121-09-11
Category 3,64,2121-09-12
Category 4,94,2121-09-13
Category 0,58,2121-09-14
Category 1,83,2121-09-15
Category 2,36,2121-09-16
Category 3,34,2121-09-17
Category 4,40,2121-09-18
Category 0,15,2121-09-19
Category 1,86,2121-09-20
Category 2,11,2121-09-21
Category 3,17,2121-09-22
Category 4,96,2121-09-23
Category 0,35,2121-09-24
Category 1,75,2121-09-25
Category 2,66,2121-09-26
Category 3,62,2121-09-27
Category 4,13,2121-09-28
Category 0,71,2121-09-29
Category 1,56,2121-09-30
Category 2,25,2121-10-01
Category 3,18,2121-10-02
Category 4,26,2121-10-03
Category 0,51,2121-10-04
Category 1,92,2121-10-05
Category 2,55,2121-10-06
Category 3,15,2121-10-07
Category 4,99,2121-10-08
Category 0,83,2121-10-09
Category 1,96,2121-10-10
Category 2,53,2121-10-11
Category 3,63,2121-10-12
Category 4,89,2121-10-13
Category 0,47,2121-10-14
Category 1,11,2121-10-15
Category 2,11,2121-10-16
Category 3,41,2121-10-17
Category 4,61,2121-10-18
Category 0,11,2121-10-19
Category 1,38,2121-10-20
Category 2,57,2121-10-21
Category 3,83,2121-10-22
Category 4,44,2121-10-23
Category 0,40,2121-10-24
Category 1,85,2121-10-25
Category 2,34,2121-10-26
Category 3,95,2121-10-27
Category 4,14,2121-10-28
Category 0,17,2121-10-29
Category 1,81,2121-10-30
Category 2,69,2121-10-31
Category 3,74,2121-11-01
Category 4,51,2121-11-02
Category 0,39,2121-11-03
Category 1,82,2121-11-04
Category 2,94,2121-11-05
Category 3,77,2121-11-06
Category 4,68,2121-11-07
Category 0,33,2121-11-08
Category 1,73,2121-11-09
Category 2,30,2121-11-10
Category 3,55,2121-11-11
Category 4,70,2121-11-12
Category 0,41,2121-11-13
Category 1,25,2121-11-14
Category 2,93,2121-11-15
Category 3,95,2121-11-16
Category 4,62,2121-11-17
Category 0,55,2121-11-18
Category 1,88,2121-11-19
Category 2,74,2121-11-20
Category 3,57,2121-11-21
Category 4,57,2121-11-22
Category 0,49,2121-11-23
Category 1,54,2121-11-24
Category 2,87,2121-11-25
Category 3,96,2121-11-26
Category 4,13,2121-11-27
Category 0,40,2121-11-28
Category 1,100,2121-11-29
Category 2,93,2121-11-30
Category 3,85,2121-12-01
Category 4,58,2121-12-02
Category 0,13,2121-12-03
Category 1,55,2121-12-04
Category 2,23,2121-12-05
Category 3,77,2121-12-06
Category 4,44,2121-12-07
Category 0,22,2121-12-08
Category 1,53,2121-12-09
Category 2,79,2121-12-10
Category 3,26,2121-12-11
Category 4,86,2121-12-12
Category 0,63,2121-12-13
Category 1,48,2121-12-14
Category 2,42,2121-12-15
Category 3,44,2121-12-16
Category 4,81,2121-12-17
Category 0,48,2121-12-18
Category 1,40,2121-12-19
Category 2,13,2121-12-20
Category 3,51,2121-12-21
Category 4,10,2121-12-22
Category 0,71,2121-12-23
Category 1,19,2121-12-24
Category 2,18,2121-12-25
Category 3,100,2121-12-26
Category 4,93,2121-12-27
Category 0,53,2121-12-28
